title,link,text,buy/sell,fund,target_price,stock,date
"Buy Phoenix Mills, target price Rs 1645: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-phoenix-mills-target-price-rs-1645-jm-financial/articleshow/98444570.cms,"Phoenix Mills, incorporated in the year 1905, is a Mid Cap company (having a market cap of Rs 24580.32 Crore) operating in Real Estate sector.",Buy, JM Financial,1645,Phoenix Mills,2023-03-06
"Buy Macrotech Developers, target price Rs 1425: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-macrotech-developers-target-price-rs-1425-jm-financial/articleshow/98444179.cms,"Macrotech Developers, incorporated in the year 1995, is a Small Cap company (having a market cap of Rs 49056.14 Crore) operating in Real Estate sector.",Buy, JM Financial,1425,Macrotech Developers,2023-03-06
"Add Tech Mahindra, target price Rs 1140: HDFC Securities",https://economictimes.indiatimes.com/markets/stocks/recos/add-tech-mahindra-target-price-rs-1140-hdfc-securities/articleshow/98443725.cms,"Promoters held 35.19 per cent stake in the company as of 31-Dec-2022, while FIIs owned 27.95 per cent, DIIs 23.54 per cent.",Add, HDFC Securities,1140,Tech Mahindra,2023-03-06
"Buy DLF, target price Rs 465: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-dlf-target-price-rs-465-jm-financial/articleshow/98443171.cms,"DLF key Products/Revenue Segments include Property Development, Rental Income, Other Operating Revenue and Royalty Income for the year ending 31-Mar-2022.",Buy, JM Financial,465,DLF,2023-03-06
"Buy Astral, target price Rs 2115: Axis Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-astral-target-price-rs-2115-axis-securities/articleshow/98442854.cms,"Astral, incorporated in the year 1996, is a Mid Cap company (having a market cap of Rs 38889.58 Crore) operating in Plastics sector.",Buy, Axis Securities,2115,Astral,2023-03-06
"Buy Mahanagar Gas, target price Rs 1125: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-mahanagar-gas-target-price-rs-1125-icici-securities/articleshow/98442623.cms,"Promoters held 32.5 per cent stake in the company as of 31-Dec-2022, while FIIs owned 29.73 per cent, DIIs 15.61 per cent.",Buy, ICICI Securities,1125,Mahanagar Gas,2023-03-06
"Reduce Tech Mahindra, target price Rs 971: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/reduce-tech-mahindra-target-price-rs-971-icici-securities/articleshow/98441881.cms,TechM’s wallet share in top-5 clients has been reducing for past four quarters and this is likelyto continue over the next two quarters as well due to increased level of automation and cost-reduction programmes undertaken by these clients.,Reduce, ICICI Securities,971,ce Tech Mahindra,2023-03-06
"Hold Ceat, target price Rs 1414: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/hold-ceat-target-price-rs-1414-icici-securities/articleshow/98441643.cms,"With capacity utilisation in TBR space across FY23 set to be in the band of 75-80% for CEAT, capex for FY23-24E is likely to be sub-Rs10bn p.a., helping the company avoid any increase in debt on books.",Hold, ICICI Securities,1414, Ceat,2023-03-06
"Buy Larsen & Toubro, target price Rs 2183: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-larsen-amp-toubro-target-price-rs-2183-icici-direct/articleshow/98440990.cms,"Larsen & Toubro, incorporated in the year 1946, is a Large Cap company (having a market cap of Rs 302441.39 Crore) operating in Construction sector.",Buy, ICICI Direct,2183,Larsen & Toubro,2023-03-06
"Buy ICICI Bank, target price Rs 910: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-icici-bank-target-price-rs-910-motilal-oswal-financial-services/articleshow/98440834.cms,"ICICI Bank, incorporated in the year 1994, is a banking company (having a market cap of Rs 609757.04 Crore).",Buy, Motilal Oswal Financial Services,910,ICICI Bank,2023-03-06
"Buy ITC, target price Rs 408: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-itc-target-price-rs-408-motilal-oswal-financial-services/articleshow/98440668.cms,"Promoters held 0 per cent stake in the company as of 31-Dec-2022, while FIIs owned 42.99 per cent, DIIs 31.32 per cent.",Buy, Motilal Oswal Financial Services,408,ITC,2023-03-06
"Buy Power Finance Corporation, target price Rs 163: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-power-finance-corporation-target-price-rs-163-motilal-oswal-financial-services/articleshow/98440556.cms,"Power Finance Corporation, incorporated in the year 1986, is a Large Cap company (having a market cap of Rs 40960.86 Crore) operating in Term Lending Institutions sector.",Buy, Motilal Oswal Financial Services,163,Power Finance Corporation,2023-03-06
"Buy State Bank of India, target price Rs 585: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-state-bank-of-india-target-price-rs-585-motilal-oswal-financial-services/articleshow/98440348.cms,"Promoters held 57.5 per cent stake in the company as of 31-Dec-2022, while FIIs owned 10.09 per cent, DIIs 25.33 per cent.",Buy, Motilal Oswal Financial Services,585,State Bank of India,2023-03-06
"Buy IDFC First Bank, target price Rs 70: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-idfc-first-bank-target-price-rs-70-motilal-oswal-financial-services/articleshow/98384845.cms,"IDFC First Bank, incorporated in the year 2014, is a banking company (having a market cap of Rs 35268.50 Crore).",Buy, Motilal Oswal Financial Services,70,IDFC First Bank,2023-03-03
"Buy Trent, target price Rs 1500: Motilal Oswal Financial Services",https://economictimes.indiatimes.com/markets/stocks/recos/buy-trent-target-price-rs-1500-motilal-oswal-financial-services/articleshow/98384629.cms,"Moreover, despite aggressive store additions, it has seen limited balance sheet risk or weakness in operations.",Buy, Motilal Oswal Financial Services,1500,Trent,2023-03-03
"Buy Gujarat State Petronet, target price Rs 345: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-gujarat-state-petronet-target-price-rs-345-jm-financial/articleshow/98384378.cms,"Gujarat State Petronet, incorporated in the year 1998, is a Mid Cap company (having a market cap of Rs 15685.08 Crore) operating in Gas & Petroleum sector.",Buy, JM Financial,345,Gujarat State Petronet,2023-03-03
"Buy GAIL (India), target price Rs 120: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-gail-india-target-price-rs-120-jm-financial/articleshow/98384158.cms,"Furthermore, the TP has been revised to INR 120 (from INR 110) aided by increase in value of its listed investment.",Buy, JM Financial,120,GAIL (India),2023-03-03
"Hold Torrent Power, target price Rs 500: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/hold-torrent-power-target-price-rs-500-jm-financial/articleshow/98383364.cms,"Torrent Power, incorporated in the year 2004, is a Mid Cap company (having a market cap of Rs 24725.33 Crore) operating in Power sector.",Hold, JM Financial,500, Torrent Power,2023-03-03
"Hold Tata Power, target price Rs 220: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/hold-tata-power-target-price-rs-220-jm-financial/articleshow/98382967.cms,The brokerage maintains HOLD on Tata Power as the company is focusing its resources on transition to cleaner fuels and aiming to be a market leader in all sub-segments with support from stable cash flows from its regulated generation and distribution businesses.,Hold, JM Financial,220, Tata Power,2023-03-03
"Buy CESC, target price Rs 100: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-cesc-target-price-rs-100-jm-financial/articleshow/98382834.cms,"CESC, incorporated in the year 1978, is a Mid Cap company (having a market cap of Rs 9272.37 Crore) operating in Power sector.",Buy, JM Financial,100,CESC,2023-03-03
"Buy Power Grid Corporation of India, target price Rs 255: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-power-grid-corporation-of-india-target-price-rs-255-jm-financial/articleshow/98382539.cms,"Promoters held 51.34 per cent stake in the company as of 31-Dec-2022, while FIIs owned 32.76 per cent, DIIs 12.73 per cent.",Buy, JM Financial,255,Power Grid Corporation of India,2023-03-03
"Buy NTPC, target price Rs 205: JM Financial",https://economictimes.indiatimes.com/markets/stocks/recos/buy-ntpc-target-price-rs-205-jm-financial/articleshow/98382212.cms,"NTPC, incorporated in the year 1975, is a Large Cap company (having a market cap of Rs 169061.37 Crore) operating in Power sector.",Buy, JM Financial,205,NTPC,2023-03-03
"Buy Shyam Metalics and Energy, target price Rs 425: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-shyam-metalics-and-energy-target-price-rs-425-icici-securities/articleshow/98381956.cms,"Promoters held 88.35 per cent stake in the company as of 31-Dec-2022, while FIIs owned 0.76 per cent, DIIs 3.21 per cent.",Buy, ICICI Securities,425,Shyam Metalics and Energy,2023-03-03
"Buy Jindal Steel & Power, target price Rs 750: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-jindal-steel-amp-power-target-price-rs-750-icici-securities/articleshow/98381531.cms,The stock is one of the key picks of the brokerage given the ensuing cost efficiencies.,Buy, ICICI Securities,750,Jindal Steel & Power,2023-03-03
"Buy Crompton Greaves Consumer Electricals, target price Rs 495: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-crompton-greaves-consumer-electricals-target-price-rs-495-icici-securities/articleshow/98380819.cms,"Crompton Greaves Consumer Electricals, incorporated in the year 2015, is a Mid Cap company (having a market cap of Rs 19645.69 Crore) operating in Consumer Durables sector.",Buy, ICICI Securities,495,Crompton Greaves Consumer Electricals,2023-03-03
"Buy Havells India, target price Rs 1550: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-havells-india-target-price-rs-1550-icici-securities/articleshow/98380618.cms,"Havells India, incorporated in the year 1983, is a Large Cap company (having a market cap of Rs 75140.45 Crore) operating in Consumer Durables sector.",Buy, ICICI Securities,1550,Havells India,2023-03-03
"Buy Axis Bank, target price Rs 1100: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-axis-bank-target-price-rs-1100-icici-direct/articleshow/98380319.cms,"Axis Bank, incorporated in the year 1993, is a banking company (having a market cap of Rs 260771.72 Crore).",Buy, ICICI Direct,1100,Axis Bank,2023-03-03
"Buy Rail Vikas Nigam, target price Rs 80: Prabhudas Lilladher",https://economictimes.indiatimes.com/markets/stocks/recos/buy-rail-vikas-nigam-target-price-rs-80-prabhudas-lilladher/articleshow/98380173.cms,"Rail Vikas Nigam, incorporated in the year 2003, is a Mid Cap company (having a market cap of Rs 13688.16 Crore) operating in Construction sector.",Buy, Prabhudas Lilladher,80,Rail Vikas Nigam,2023-03-03
"Buy Tech Mahindra, target price Rs 1127: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-tech-mahindra-target-price-rs-1127-icici-direct/articleshow/98380023.cms,"Price rebounding after taking support at 38.2% retracement of recent up move and 13 day EMA, signaling further upsides in coming sessions.",Buy, ICICI Direct,1127,Tech Mahindra,2023-03-03
"Buy Coal India, target price Rs 226.5: ICICI Direct",https://economictimes.indiatimes.com/markets/stocks/recos/buy-coal-india-target-price-rs-226-5-icici-direct/articleshow/98379873.cms,"Coal India, incorporated in the year 1973, is a Large Cap company (having a market cap of Rs 137336.40 Crore) operating in Mining sector.",Buy, ICICI Direct,226,Coal India,2023-03-03
"Sell Maruti Suzuki India, target price Rs 7900: Yes Securities",https://economictimes.indiatimes.com/markets/stocks/recos/sell-maruti-suzuki-india-target-price-rs-7900-yes-securities/articleshow/98379746.cms,"Maruti Suzuki India, incorporated in the year 1981, is a Large Cap company (having a market cap of Rs 259631.77 Crore) operating in Auto sector.",Sell, Yes Securities,7900, Maruti Suzuki India,2023-03-03
"Buy Coal India, target price Rs 245: Yes Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-coal-india-target-price-rs-245-yes-securities/articleshow/98379617.cms,"Coal India, incorporated in the year 1973, is a Large Cap company (having a market cap of Rs 137336.40 Crore) operating in Mining sector.",Buy, Yes Securities,245,Coal India,2023-03-03
"Buy Indian Energy Exchange, target price Rs 170: Yes Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-indian-energy-exchange-target-price-rs-170-yes-securities/articleshow/98379484.cms,"Promoters held 0 per cent stake in the company as of 31-Dec-2022, while FIIs owned 15.49 per cent, DIIs 21.73 per cent.",Buy, Yes Securities,170,Indian Energy Exchange,2023-03-03
Choice Equity Broking neutral on Wipro; target price: Rs 394,https://economictimes.indiatimes.com/markets/stocks/recos/choice-equity-broking-neutral-on-wipro-target-price-rs-394/articleshow/98358199.cms,"Promoters held 72.94 per cent stake in the company as of 31-Dec-2022, while FIIs owned 6.3 per cent, DIIs 7.8 per cent.",Choice, Rs 394,394,ce Equity Broking neutral on Wipro; target price: Rs 394,2023-03-02
"Add HCL Technologies, target price Rs 1207: Choice Equity Broking",https://economictimes.indiatimes.com/markets/stocks/recos/add-hcl-technologies-target-price-rs-1207-choice-equity-brokingnbsp/articleshow/98358021.cms,Management has communicated that strong deal bookings happened in the US while Europe deal wins may moderate They expect continued traction in H2FY24 while expecting softness in the interim time.,Add, Choice Equity Broking,1207,HCL Technologies,2023-03-02
"Buy ITC, target price Rs 460: Axis Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-itc-target-price-rs-460-axis-securities/articleshow/98357159.cms,"ITC, incorporated in the year 1910, is a Large Cap company (having a market cap of Rs 467695.80 Crore) operating in Tobacco sector.",Buy, Axis Securities,460,ITC,2023-03-02
"Buy Bajaj Finance, target price Rs 7400: Axis Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-bajaj-finance-target-price-rs-7400-axis-securities/articleshow/98356771.cms,"Bajaj Finance, incorporated in the year 1987, is a Large Cap company (having a market cap of Rs 368915.28 Crore) operating in NBFC sector.",Buy, Axis Securities,7400,Bajaj Finance,2023-03-02
"Buy Infosys, target price Rs 1800: Axis Securities",https://economictimes.indiatimes.com/markets/stocks/recos/buy-infosys-target-price-rs-1800-axis-securities/articleshow/98356564.cms,"Infosys, incorporated in the year 1981, is a Large Cap company (having a market cap of Rs 619038.52 Crore) operating in IT Software sector.",Buy, Axis Securities,1800,Infosys,2023-03-02
